specialties,company_name,industry,contact_phone,contact_email,company_website,contact_name,designation,Country,State,City,building_location,admin_id,contact_name_notes,company_address
05/30/2017,Afreen Building Materials Trading Co LLC,Trading,971 2 5559310,sales@afreenuae.com,,Mr. Riyas,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
05/30/2017,Athens Trading LLC,Trading,971 4 3966022,info@athensts.com,http://www.athensts.com/,Ms. Joahoan,,United Arab Emirates,Dubai,,,Joicy1,,"sent mail
will update"
05/30/2017,Sedana Trading Co LLC,Trading,"971 4 2895666
065330551",info@sedana.com,http://www.sedana.com/,Mr. Eyad,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
05/30/2017,Al Itqan Factory Equipment Trading LLC,Trading,971 4 2673838,aifeqtrd@eim.ae,http://www.itqanuae.com/,Mr. Mohhamed,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
05/30/2017,Star Lift Trading LLC,Trading,971 4 2860613,starlift@eim.ae,http://www.starlifttrading.com/cgi-sys/suspendedpage.cgi,Mr. Thomas,,United Arab Emirates,Dubai,,,Joicy1,,"sent mail
"
05/30/2017,Al Asas Valves Trading LLC,Trading,971 4 2549972,sales@alasasvalves.com,,Ms. Jayasree,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Tee Dee Trading LLC,Trading,971 4 8806761,teedee@teedee.ae,http://www.teedee.ae/,Ms.Qwen,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Al Nasr Technical Trading LLC,Trading,"971 4 2671500
042691625",alnasrtt@emirates.net.ae,http://alnasrengineering.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Generalux Air Condition & Refrigeration Devices & Spare Parts Trading,Trading,971 4 2384111,maher@generaluxstore.ae,https://gstar.com.ve/,Mr. Maher,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Accord Trading LLC,Trading,971 4 3333535,manoj@accordsteel.com,,Mr. Manoj,,United Arab Emirates,Dubai,,,Joicy1,,"Sent mail
spoke to manoj"
05/30/2017,First Source Steelware Trading LLC,Trading,"971 6 5360634
065310249",saju@firstsourcesteel.com,,Mr. Saju,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Tolico Trading & Oilfield Services LLC,Trading,971 2 5575556,tolico@emirates.net.ae,http://www.tolicotrading.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,Call not connecting Sent mail
05/30/2017,Teejan General Trading LLC - (Flooring Division),Trading,971 4 2674367,abu@teejan.ae,http://www.teejandubai.com/,Mr. Abu,,United Arab Emirates,Dubai,,,Joicy1,,"call back on thursday 
sent mail"
05/30/2017,Orbit Kitchen Equipments Manufacturing LLC,Trading,971 6 7457239,orbituae@eim.ae,http://www.orbituae.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,Call not connecting
05/30/2017,Al Andlaib Auto Spare Parts Trading LLC,Trading,971 6 5391120,andlaib@emirates.net.ae,http://www.andlaib.com/,Mr. Sanal,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,LMI General Trading LLC,Trading,971 4 3436908,,http://www.lmidubai.ae/,,,United Arab Emirates,Dubai,,,Joicy1,,Call not connecting
05/30/2017,Khambati Steel Trading LLC,Trading,971 4 3392752,steelhouse@eim.ae,http://www.khambatigroup.com/,Ms. Pam,,United Arab Emirates,Dubai,,,Joicy1,,"Sent Mail
spoke to admin"
05/30/2017,Al Banoosh Trading Est,Trading,971 2 4436211,ajith@albanooshfire.com,http://www.albanooshfire.com/,Mr. Ajith,,United Arab Emirates,Dubai,,,Joicy1,,"Sent Mail
spoke to admin(ajith)"
05/30/2017,Al Shamali & Waris Electrical Trading & Contracting Co.,Trading,"971 2 5509388
065244444",chhatra@shamaliwaris.com,http://www.shamaliwaris.com,Mr. Chhatra,,United Arab Emirates,Dubai,,,Joicy1,,"sent mail
"
05/30/2017,Jamea Al Anwar Trading LLC,Trading,971 4 2276256,sales@jameaalanwar.com,http://www.blackbelt.ae/,HR,,United Arab Emirates,Dubai,,,Joicy1,,No Need
05/30/2017,Profen General Trading LLC,Trading,971 4 2857893,mustafa@profenuae.com,http://profenuae.com/,Mr. Mustafa,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Arkint Trading Co LLC,Trading,971 4 2639978,info@arkintrade.com,http://www.arkintrade.com/,Mr. Fernandes,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Al Murjan Star General Trading LLC,Trading,971 4 2224697,ranjith@murjangroup.com,http://murjangroup.com/,Mr. Ranjith,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Tadex Metal Products Trading LLC,Trading,971 6 7640060,info@tadexmetals.com,http://www.tadexmetals.com/,Mr. Anto,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Plaza Middle East General Trading LLC,Trading,971 4 2510881,info@plazamiddleeast.com,https://www.plazamiddleeast.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Fakhruddin Kaderbhai Trading Co LLC,Trading,"971 4 2222664
043385547",accounts@fktools.ae,http://www.fktools.ae/,Mr. Sabu,,United Arab Emirates,Dubai,,,Joicy1,,"Sent Mail
call tomorrow"
05/30/2017,Al Rabiah Trading Co LLC,Trading,971 4 3203744,rabiah77@eim.ae,http://www.alrabiahtrading.com/,Mr. Moursi,,United Arab Emirates,Dubai,,,Joicy1,,"Sent Mail
call tomorrow"
05/30/2017,Goodway Hardware Trading LLC,Trading,971 2 5506426,,,,,United Arab Emirates,Dubai,,,Joicy1,,NP call
05/30/2017,Advanced Technology (Adtech) Belting Trading Est,Trading,971 6 5344225,"info@adtech-trading.com
",http://www.adtech-trading.com/,Mr. Ali,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Show Racks Trading LLC,Trading,971 4 2691213,umesh@showracks.ae,http://showracksdubai.com/,Mr. Umesh,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Ecoval Trading LLC,Trading,971 4 3993395,lavanya@ecovalme.com,http://ecovalme.com/,Ms. Lavanya,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Fine Tools Trading LLC,Trading,"971 4 3385240
048849494",ejas@finetools.ae,http://www.finetoolsuae.com/,Mr. Ejas,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Mohammed Ibrahim Al Zubaidi Elect. Devices Trading Co. LLC,Trading,971 6 5420319,iz@alzubidi.com,http://www.alzubidi.com/,Mr. Abdulla,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Soft Fixing Trading LLC,Trading,971 4 3333272,info@soft-fixing.com,http://www.soft-fixing.com/,Mr. Sherin,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Al Ghandi General Trading Co. LLC,Trading,971 4 3245722,liny@alghandigtr.ae,http://www.alghandigtr.com/,Ms. Liny,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
05/30/2017,Eurotek Cleaning Equipment Trading & Services LLC,Trading,971 4 3806634,info@eurotek-me.com,http://www.eurotek-me.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,NP call
05/30/2017,Mekandel Trading Co LLC,Trading,971 2 5547022,mekandel2010@gmail.com,,Ms. Angela,,United Arab Emirates,Dubai,,,Joicy1,,"Angela is on vacation will be back on june 9th
sent mail"
05/30/2017,Sahil Al Khaleej General Trading LLC,Trading,971 6 5237157,info@sahil-alkhaleej.com,http://www.sahil-alkhaleej.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,NP call
05/30/2017,Black Scorpion Auto Parts,Trading,971 2 5548331,info@blackscorpion4x4.com,http://www.blackscorpion4x4.com/,Mr. Alen,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Aikah Establishment for General Trading,Trading,971 4 3478005,aikahdeira@aikah.com,http://www.aikah.com/,Mr. Deny,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Al Ashrafi Trading LLC,Trading,971 4 2579920,gupta@ashrafigroup.com,http://www.ashrafigroup.com/,Ms. Gupta,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Al Masaood Trading Supplies & Services (LLC),Trading,"971 4 3684345
026267666",info@amtrd.com,http://almasaoodoilgas.com/,Mr. Mahmoud,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
05/30/2017,Al Taher Chemicals Trading LLC,Trading,971 6 7482593,broc@altaherchemicals.com,http://www.altaherchemicals.com/,Mr. Mohmmed,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
05/30/2017,Buraq Star Trading Co LLC,Trading,"971 4 2248520
065616976",buraqstc@emirates.net.ae,http://www.buraqstar.com/index.php,HR,,United Arab Emirates,Dubai,,,Joicy1,,"sent mail
No need"
05/30/2017,Camstar General Trading LLC,Trading,971 4 3472766,camstart@eim.ae,http://www.camstartrading.com/,Mr. Jason,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
05/30/2017,Customer Delight Trading,Trading,971 2 5545917,info@cdtme.com,https://www.cdtme.com,HR,,United Arab Emirates,Dubai,,,Joicy1,,NP call
05/30/2017,Faraidooni Trading Co LLC,Trading,971 4 2222947,info@ftcdubai.com?,http://www.ftcdubai.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,NP call
05/30/2017,Obaid Masood Building Materials Trading LLC,Trading,971 4 3338123,info@ombmt.com,http://www.ombmt.com/,Mr. Vinay,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,Trio Middle East Trading Company,Trading,971 4 2657601,info@triomidtech.com,http://triomidtech.com/c,Ms. Jodephine,,United Arab Emirates,Dubai,,,Joicy1,,Sent Mail
05/30/2017,AVS Trading LLC,Trading,971 4 4477428,info@avstrading.ae,http://avstrading.ae/,HR,,United Arab Emirates,Dubai,,,Joicy1,,Call not connecting
05/30/2017,Al Shamil Tents & Sheds Tr. LLC,Trading,971 6 5350779,info@alshamiltents.com,http://www.alshamiltents.com/,HR,,United Arab Emirates,Dubai,,,Joicy1,,NP call
05/31/2017,Al Haram Alaali Scaffolding Trading,Trading,971 2 5566157,,,,,United Arab Emirates,Dubai,,,Joicy1,,call not connecting
05/31/2017,Zee Stores,Trading,971 2 6733161,secretary.c@zeestores.ae,http://www.zeestores.ae/c,Ms. Aliya,,United Arab Emirates,Dubai,,,Joicy1,,Call back tomorrow
05/31/2017,YK AlMoayyed Trading LLC,Trading,971 4 3502300,enquiry@ykae.ae,http://ykauae.com/,,,United Arab Emirates,Dubai,,,Joicy1,,NP call
05/31/2017,Gouri Trading Co LLC,Trading,971 4 2821090,ajish@gouritrading.com,http://www.gouritrading.com/,Mr. Ajish,HR,United Arab Emirates,Dubai,,,Joicy1,HR,"sent mail
No requirements
spoke to HR"
06-01-2017,Blue Harbour Marine Equipment Trading,Trading,971 4 4509111,info@blueharbourmarine.com,http://www.blueharbourmarine.com/,,,United Arab Emirates,Dubai,,,Joicy1,,NP call
06-01-2017,Arwani Trading Company LLC,Trading,971 4 2828223,pa@arwani.ae,http://www.arwani.ae/,HR,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
06-01-2017,Al Diyafa Hotel & Catering Supplies (General Trading),Trading,"971 4 3474727
971 26736566",adam@aldiyafa.com,http://www.aldiyafa.com/,Mr. Adam,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
06-01-2017,Safco International General Trading LLC,Trading,971 4 8702000,,,,,United Arab Emirates,Dubai,,,Joicy1,,cal back
06-01-2017,Al Taj Al Fiddi Antiseptics Trading,Trading,971 4 2680185,,,,,United Arab Emirates,Dubai,,,Joicy1,,
06-01-2017,Arizona Auto Spare Parts Tr. LLC,Trading,971 6 5433216,arizonab@eim.ae,http://www.arizona.ae/,Mr. Sanoop,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
06-01-2017,Expert Refrigeration & Electrical Eqp Trading est,Trading,971 2 5508308,,,,,United Arab Emirates,Dubai,,,Joicy1,,call back
06-01-2017,Imanco Sanitary Ware Tr. Co. LLC,Trading,971 6 5432664,,http://imanco.net/,,,United Arab Emirates,Dubai,,,Joicy1,,no need small firm
06-01-2017,Mister Light Electrical Trading LLC,Trading,971 4 2963636,mrl@misterlight.com,http://www.misterlight.com/,Ms.Sethu,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
06-01-2017,Pristine Trading Est.,Trading,971 2 5513723,sales@pristineuae.in,http://www.pristineuae.in/,Mr. Jayan,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
06-01-2017,Stock General Trading LLC,Trading,971 6 5347950,aneesh@stockintl.com,http://www.stockintl.com/,Mr. Aneesh,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
06-01-2017,Advance World General Trading LLC,Trading,971 6 7406201,INFO@ADVANCEWORLDGROUP.COM,https://www.advanceworldgroup.com/,,,United Arab Emirates,Dubai,,,Joicy1,,"Call not connecting
"
05/31/2017,Desert Group,Landscaping,971 4 590 4000,kimerone.braganca@@desertgroup.ae,http://desertgroup.ae/,Ms. Kim,,United Arab Emirates,Dubai,,,Joicy1,,"vacancies posted in st. marys
Ext ringing"
,Wafi,FMCG,43247111,carol.whittle@wafi.com,http://www.wafi.com/,Ms. Carol,HR Manager,United Arab Emirates,Dubai,,,Joicy1,HR Manager,"vacancies posted in st. marys
senior florist
sent mail spoke to Mr. Ranol from HR dep
call back afternoon"
,califorca trading llc,Trading,971 4 226 1889,,,,,United Arab Emirates,Dubai,,,Joicy1,,"Sales technician vacancy
No ecommerce portal"
,Saeed Al Zaabi Gen. Trading,Trading,971 2 551 6201,info@alzaabigroup.com,http://www.alzaabigroup.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,NBTC Group,Trading,(971) 26500882,admin@nbtcgroup.com,https://nbtcgroup.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,A.A.Al Moosa Enterprises,Trading,971 4-440-1110,danah@aaagroup.ae,https://www.aaagroup.com/,Ms. Danah,,United Arab Emirates,Dubai,,,Joicy1,,
,Pegasus Agriculture Group,,971 4 818 8300,info@pegasusagriculturegroup.com,http://pegasusagriculturegroup.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,Bhatia Brothers,,"971 4 3412429
044550600",gks@bhatia-brothers.ae,http://www.bhatia-brothers.ae/,,,United Arab Emirates,Dubai,,,Joicy1,,
,Marfa Software Technologies LLC,,971 50 786 3955,info@marfatechnologies.com,http://www.marfatechnologies.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,BOHEMIA CRYSTAL LLC,,9714 2823440,sales@bohemiacrystal.ae,http://www.bohemiacrystal.ae/,,,United Arab Emirates,Dubai,,,Joicy1,,
,akshay software technologies ltd dubai,,971 4 390 0790,priya@akshay.com,http://akshay.com/,Ms. Priya,,United Arab Emirates,Dubai,,,Joicy1,,
,Epic Internet Group DMCC,,971 42 432519,info@epicinternetgroup.com,http://epicinternetgroup.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,AASA Group,,971 6 5235550,info@aasa.ae,http://aasa.ae/contact/,Mr. Hidayathulla,,United Arab Emirates,Dubai,,,Joicy1,,
,"Scalestec 
",,9.72E+11,vivek@scalestec.com,http://scalestec.com,Mr. Vivek,HR,United Arab Emirates,Dubai,,,Joicy1,HR,
,Allied Transport Company,,971 4 333 3233,contact@allied-transport.com,http://allied-transport.com/en/home/,Mr. Arsath,,United Arab Emirates,Dubai,,,Joicy1,,
01-06-2017,Al Marwan General Contracting Company,,971 6 534 5222,recruit@mgcc.ae,http://mgcc.ae/,Ms. Mariya,HR,United Arab Emirates,Dubai,,,Joicy1,HR,
,Hilton Al Hamra Beach & Golf Resort,,971 7 244 6666,,http://www3.hilton.com/en/hotels/uae/hilton-al-hamra-beach-and-golf-resort-RKTAHHI/index.html,,,United Arab Emirates,Dubai,,,Joicy1,,
,Al Marafi Group,,26225600,info@almarafi.com,http://www.almarafigroup.com/,Ms. Lakshmi,,United Arab Emirates,Dubai,,,Joicy1,,
,Sabis,,971 4 399 9444,,https://www.sabis.net/contact-us,,,United Arab Emirates,Dubai,,,Joicy1,,
,Veracity Network Services - Abu Dhabi,,971 2 666 7034,hr@veracity-ns.com,http://www.veracity-ns.com/,Ms. Ranjitha,,United Arab Emirates,Dubai,,,Joicy1,,
,nstyle dubai,,"971 4 450 5130
044318935",hr-assist@,http://www.nstyleintl.com/,Ms. Michelle,,United Arab Emirates,Dubai,,,Joicy1,,
,Azzalia uae,,971-67449977,chariza@azzalia.ae,https://azzalia.ae/,Ms. Chariza,,United Arab Emirates,Dubai,,,Joicy1,,
,Bumble Bee Nursery - Sharjah,,971 6 522 8461,info@bumblebeenursery.ae,http://www.bumblebeenursery.ae/,HR,,United Arab Emirates,Dubai,,,Joicy1,,
,Flowtronix,,971-2-6919600,,http://www.flowtronix.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,GDM INTERIORS,,971 6 557 8044,,http://www.gdminteriors.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,Novo Elite Holidays,,971 800 6388,,http://beta.novoelite.ae/,,,United Arab Emirates,Dubai,,,Joicy1,,
,Mubadala Petroleum,,971 2 818 6000,,http://www.mubadalapetroleum.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,Wellness One Day Surgery Center,,971 2 642 2424,,http://wellnesssurgerycenter.com/,,,United Arab Emirates,Dubai,,,Joicy1,,
,Infinite Technology & Solutions LLC - UAE,,,,http://i-tsglobal.com/en/home.aspx?c=i,,,United Arab Emirates,Dubai,,,Joicy1,,
,Tawam Hospital,,971 3 767 7444,,https://www.seha.ae/tawam/english/Pages/default.aspx,,,United Arab Emirates,Dubai,,,Joicy1,,
,,,,,,,,,,,,Joicy1,,
17-11-2016,Tollgroup,,971 4 28228 88,nicole.popa@tollgroup.com,,Ms. Gamza,HR Assistant,United Arab Emirates,Dubai,,,Joicy1,http://www.tollgroup.com/ae/united-arab-emirates,sent mail. She will forward to HR and will inform.
,Charter House,,971 4 372 3500,jxb@charterhouse.ae,,Ms. Jam,Admin,United Arab Emirates,Dubai,,,Joicy1,http://charterhouseme.ae/contact-charterhouse,"He will forward to manager and if interested she will confirm.
Recruitment Consultant"
,ETA Mechanical&Engineering,,971 04 5118161,,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.etamech.com/,Not picking up the call
,Alfattan,,971 04 2645555,hr@alfattan.ae,,Mr. John,HR,United Arab Emirates,Dubai,,,Joicy1,http://alfattan.ae/,sent mail. Not picking up the call
,Al Qadi Medical Ceneter,,971 2 443 7777,hr@aqmc.ae,,Ms. Irah,HR,United Arab Emirates,Abudhabi,,,Joicy1,http://www.aqmc.ae/,spoke to admin. Collected contact details.
,International Pharmaceutical Company,,971 6 5442008,k.delacruz@intl-pharma.com,,Ms. Karen,HR,United Arab Emirates,Sharjah,,,Joicy1,http://intl-pharma.com/,Not interested
,Byrne,,971 04 3241264,jemybmb@gmail.com,,Mr. Jemy,HR,United Arab Emirates,Dubai,,,Joicy1,http://www.byrnemodular.com/contact.html,"call Sunday morning, sent mail
No openings now"
20-11-2016,Naitc Interiors,,NA,info@naitcinteriors.com,,NA,NA,United Arab Emirates,Dubai,,,Joicy1,NA,"Not able to find website. Sent mail,wrong mail id"
,Genesis Marketting,,971 42358580,nolan@genesis-mktg.com,,Mr. Nolan,NA,United Arab Emirates,Dubai,,,Joicy1,http://genesis-mktg.com./,Not connecting
,,,,hrdxb@jesseena.com,,Ms. Jesseena,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
,,,,hr2016dubai@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
,,,,mgeventsuae@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
,,,,sportsstar.hcc@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
,,,,leda.anoso@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
,Gulf First,,971 4 2655123,sabina@gulfirst.com,,Ms. Sabeena,NA,United Arab Emirates,Dubai,,,Joicy1,http://www.gulfirst.com/,Spoke to Ms. Sabina. Sent mail. Just closed the openings.
,Dolce Salato,,971 4 321 8820,administration@dolce-salato.com,,Ms.Jasenta,,United Arab Emirates,Dubai,,,Joicy1,NA,spoke to ms.jacintha admin. Sent mail.Company logo- they need to discuss with the management
,,,,wstdxb@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,Sent mail
,PWS Gulf,,971 4 355 2434,info@pwsgulf.com,,Ms. Michelle,michelle@pwsgulf.com,United Arab Emirates,Dubai,,,Joicy1,http://www.pwsgulf.com/,Not connecting
,,,,premierdubai2020@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
,Promate,,971 4 881 4444,alton.pereira@promate.net,,Mr. Alton,,United Arab Emirates,Dubai,,,Joicy1,https://www.promate.net/,spoke to ms.joan admin. Sent mail.
,Mustang Trading LLC,,971 42395663,jobs@mustangllc.ae,,Mr.Benny,,United Arab Emirates,Dubai,,,Joicy1,http://www.mustangllc.ae/,Mr. shane. Call jan gor MD. He is out of coutry.
,,,,akainfo16@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
,Fresh N Plus,,971 4 261 0066,jobs@freshnplus.com,,,,United Arab Emirates,Dubai,,,Joicy1,http://freshnplus.com/,Not picking up the call
,Mathews Metal,,971 4 3363699,gm@mathewsmetal.com,,Mr. Satheesh,,United Arab Emirates,Dubai,,,Joicy1,http://mathewsmetal.com/,Gm is in india. Sent mail. Call back on 24th.
,,,,alamlakajman@gmail.com,,,,United Arab Emirates,Dubai,,,Joicy1,,sent mail
,ATN Info,,971 4 23 999 55,kinjal.t@atninfo.com,,Ms. Kinjal,,United Arab Emirates,Dubai,,,Joicy1,http://www.atninfo.com/,MD out of coutry. Spoke to admin.sent mail
,The Hospitality Choice,,971 50 142 83 15,mandy@thehospitalitychoice.com,,Ms. Mandy,,United Arab Emirates,Dubai,,,Joicy1,http://thehospitalitychoice.com/,Not interested
,Menasa Partners,,971 4 390 9700,admin@menasapartners.com,,Ms. claire,Project Controller,United Arab Emirates,Dubai,,,Joicy1,NA,Sent mail. Spoke to Ms. Claire
,Ghantoot Group,,971 2 6413388,,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.ghantootgroup.com/contact.html,Not picking up the call
,Hills Advertising,,971 4 325 3130,jyl@hillsadvertising.com,,Ms. Jyl,,United Arab Emirates,Dubai,,,Joicy1,http://www.hillsadvertising.com/,Sent mail. Spoke to Ms. Jyl
,Amzone International,,971 6 55 786 26,maireen@amazoneinternational.com,,Ms. Maireen,,United Arab Emirates,Dubai,,,Joicy1,http://amzoneinternational.com/Contact/,spoke to Ms. Ameera. Ms. maireen is not available. Sent mail
,Oak Wood work LLC,,971 4 8856642/8968/8971/8975,info@oakdxb.com,,Ms. Arona,,United Arab Emirates,Dubai,,,Joicy1,http://www.oakdxb.com/,spoke to Ms. Arona. Admin. Sent mail. Call back 21st
,Sunwave group,,971042771150/0526877770,inquiry@sunwavedubai.com,,,,United Arab Emirates,Dubai,,,Joicy1,http://sunwavedubai.com/,call later
,Kross Over Events,,04 2979798,,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.kross-over.net/,Not picking up the call
,Technotree Solutions,,971 4 433 1580,reception.dubai@tecnotree.com,,Ms. Jenny,,United Arab Emirates,Dubai,,,Joicy1,http://www.tecnotree.com/Contacts,spoke to Ms. Jenny. If requirements they will call back
,Areed IT Services,,971-2666-5155,areedjob@gmail.com,,Ms. Aysha,,United Arab Emirates,Abu Dhabi,,,Joicy1,http://areedit.com/,spoke to Ms. Aysha. Call back tomorrow at 11am. Sent mail
,Gulf Bagel Factory LLC,,9714 321 2294,,,,,United Arab Emirates,Dubai,,,Joicy1,http://gulfbagelfactory.com/contact.asp,Not picking up the call
,Saad Juma Trading,,971 4 282 1566,,,,,United Arab Emirates,Dubai,,,Joicy1,,call back.busy
,Wavetec,,971 (4) 326 31 93,Maryem.bashir@wavetech.com,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.wavetec.com/,Spoke to Ms. rovilyn.sent mail.
,"RAK Universal Plastics Industries LLC
UAE",,971-072446955,hr@alhamraconstruction.com,,Ms. Evril,,United Arab Emirates,Dubai,,,Joicy1,http://www.rakwtech.com/,Spoke to HR. sent mail
,Al Fahim Group,,971 026567136,,,Mr. Firoz,,United Arab Emirates,Dubai,,,Joicy1,http://www.alfahim.com/,Not picking up the call
21-11-2016,Daktronics Middle East & Africa,,971-4-374-4990,dubai@daktronics.com,,Mr. Mathew,,United Arab Emirates,Dubai,,,Joicy1,http://www.daktronics.com/,sent mail. No hr department
,Viprotech,,971 43-547-505,subin@viprotech.ae,,Mr. Subin,,United Arab Emirates,Dubai,,,Joicy1,http://www.viprotech.ae/,sent mail
,DNA Healthcorp,,971 4 557 1006,ubaid.tariq@dnhealthcorp.com,,Mr. Ubaid,,United Arab Emirates,Dubai,,,Joicy1,http://dnahealthcorp.com/,
,Hale Education Group,,971 4 299 0077,,,,,United Arab Emirates,Dubai,,,Joicy1,http://haleeducation.com/,
,Alec,,971 (0)4 429 0599,Info@alec.ae,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.alec.ae/,Spoke to admin. HR busy
,Dodsal Group,,9714 503 8000,info@dodsaldxb.ae,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.dodsal.com/contact-us.shtml,Not picking up the call
,Sharaf HQ Investment L.L.C,,971 4 253 0500,,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.sharafgroup.com/,Not picking up the call
,Al Dahab Exchange,,971-4-2347014,ahmed.noor@aldahabexchange.ae,,Mr. Ahmed,,United Arab Emirates,Dubai,,,Joicy1,http://aldahabexchange.ae/contact_us.php,
,Mouchel,,971 (0) 26447668,hrmme@mouchel.com,,Ms. Naiza,,United Arab Emirates,Dubai,,,Joicy1,http://www.mouchel.com/,
,Alghurair University,,04-4200223,agu.ac.ae,,,,United Arab Emirates,Dubai,,,Joicy1,https://www.agu.ae/,Not picking up the call
,Diyar International Private School,,,,,,,United Arab Emirates,Dubai,,,Joicy1,,
22-11-2016,Data base missing,,,,,,,United Arab Emirates,Dubai,,,Joicy1,,
23-11-2016,Sick Leave,,,,,,,United Arab Emirates,Dubai,,,Joicy1,,
24-11-2016,Was working on website,,,,,,,United Arab Emirates,Dubai,,,Joicy1,,
27-11-2016,Children?s Lane,,26267270,hello@childrenslane.com,,Ms. Hind,,United Arab Emirates,Abu Dhabi,,,Joicy1,http://www.childrenslane.com/,sent mail. Spoke to Ms. Hind
,Deloitte & Touche (M.E.),,0 4 376 8888,,,Ms. Neslihan,,United Arab Emirates,Dubai,,,Joicy1,https://www2.deloitte.com/iq/en/pages/about-deloitte/articles/about-deloitte-middleeast.html,Didn?t get mail id
,Robert Walters,,4 8180 100,dubai@robertwalters.com,,Ms. Ivy,,United Arab Emirates,Dubai,,,Joicy1,https://www.robertwalters.ae/,own job portal. Not needed. UK based. Sent mail
,McGregor Boyall,,(0) 4377 0609,webinfo@mcgregor-boyall.com,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.mcgregor-boyall.com/,not picking up the call
,Sahara Group,,"971 4 392 8700
971 4 392 8777
971 4 392 8787",dubai@sahara-group.com,,Ms. Maria,,United Arab Emirates,Dubai,,,Joicy1,http://www.sahara-group.com/,HR in Nigeria. Sent mail
,RED Event Services LLC,,971 4 341 6288,pmo@redeventspro.com,,,,United Arab Emirates,Dubai,,,Joicy1,http://www.redeventspro.com/,spoke to admin. Sent mail
